205,30,191,201,201,201,198,184,196,201,180,201,200,188,200,29,205,29,16,194,199,6,195,182,201,0,189,200,198,200,199,1,22,2,188,1,196,183,13,5,194,6,198,5,195,199,188,185,188,2,188,173,11,12,3,11,1,184,7,1,0,8,1,199,200,0,1,0,188,1,199,1,173,2,1,2,187,187,193,22,1,1,0,3,1,1,1,5,1,6,183,1,1,1,1,197,188,184,1,178
95,31,26,19,27,92,26,26,26,29,19,95,19,88,78,95,27,95,88,9,15,5,12,23,29,0,14,15,15,24,11,7,25,4,27,0,26,8,20,2,25,6,14,2,12,11,21,24,25,13,10,0,19,26,17,10,0,13,19,4,0,7,0,10,15,0,0,0,25,0,10,0,7,4,4,13,84,22,11,87,0,0,0,17,0,0,0,2,0,18,23,0,3,0,0,73,10,83,0,5
156,121,115,13,115,154,116,118,119,112,114,145,10,148,42,145,112,145,156,9,8,6,13,111,112,2,13,13,13,109,11,4,115,6,112,1,115,7,107,4,115,13,13,5,7,10,111,110,112,106,11,1,109,110,109,4,1,10,112,4,4,7,1,10,7,2,2,1,112,1,10,2,3,4,4,106,142,115,12,150,1,2,1,110,3,2,1,4,2,109,110,1,1,2,1,37,10,145,2,10
129,111,86,121,93,127,122,119,112,87,25,72,78,83,92,54,71,54,84,129,71,7,111,34,72,17,113,120,120,86,121,1,103,7,78,1,106,113,61,2,105,35,120,2,77,121,83,64,63,1,98,19,45,44,1,45,1,98,1,1,7,2,1,120,71,2,2,1,77,1,120,1,33,1,16,16,77,112,110,92,1,1,1,1,7,1,1,1,1,0,62,1,1,0,2,85,113,97,1,67
25,17,18,23,16,18,13,15,13,17,17,17,18,13,16,12,20,12,7,11,25,10,13,15,17,1,12,16,17,16,15,3,7,8,14,7,12,8,9,4,12,5,15,4,12,14,17,9,11,7,12,12,10,10,9,9,7,11,5,3,1,5,8,13,16,1,7,2,11,8,13,7,6,8,2,7,10,11,11,6,7,8,1,8,7,7,8,4,7,5,9,7,7,7,7,15,11,7,7,15
28,24,21,11,17,8,1,21,2,6,17,8,10,8,7,8,9,8,8,6,10,28,2,11,6,12,6,6,6,6,7,14,0,16,6,15,0,5,10,18,0,18,6,18,2,6,10,1,16,15,7,15,4,12,10,14,14,0,18,11,13,13,10,6,6,12,10,12,6,15,6,15,8,15,12,13,6,6,1,1,10,14,12,5,11,10,10,18,15,15,4,15,17,10,15,6,6,0,10,12
89,62,35,61,58,63,62,40,63,30,30,30,32,35,31,29,30,29,39,61,56,2,89,3,30,1,39,61,60,55,61,28,59,3,7,1,61,38,7,1,60,33,60,1,32,60,33,9,7,1,39,2,32,7,28,6,1,39,2,28,2,3,27,60,30,1,1,27,7,27,60,1,2,2,2,1,6,37,61,60,1,27,1,2,2,1,27,1,1,27,33,1,1,1,1,28,38,38,1,33
277,274,276,223,261,261,124,111,59,261,196,197,157,260,221,194,197,194,192,69,156,153,5,277,196,65,235,221,220,260,220,2,106,2,260,1,45,69,107,165,44,152,220,151,5,220,260,59,195,55,155,4,41,43,42,2,1,5,192,1,0,153,15,220,156,0,1,0,260,1,220,1,84,2,66,106,259,259,4,41,1,1,0,42,1,1,1,151,1,192,44,1,2,1,1,219,220,58,1,221
388,386,380,323,386,388,386,337,386,388,91,388,323,338,322,387,386,387,337,297,281,1,320,133,388,0,316,322,281,363,298,24,343,24,340,0,386,291,354,1,344,25,280,1,320,298,314,379,338,65,292,1,312,336,89,271,0,316,90,24,0,67,0,297,322,0,0,0,338,0,297,0,25,24,24,65,314,315,278,342,0,0,0,89,0,0,0,1,0,66,337,0,0,0,0,256,292,355,0,2
14,11,8,1,5,4,7,8,3,1,9,0,3,4,1,0,0,0,4,4,3,8,3,1,0,14,1,1,1,1,4,8,4,9,1,9,0,2,8,11,1,8,1,12,3,1,1,5,2,9,3,9,6,7,8,5,8,0,8,8,10,9,8,1,0,12,11,9,1,9,1,9,5,8,10,6,2,1,1,0,7,7,9,8,8,10,8,9,9,7,0,9,9,9,11,1,1,0,9,4
135,109,62,134,61,134,134,62,126,128,30,120,120,57,61,94,53,94,29,130,116,1,58,43,120,8,135,67,130,58,131,3,103,3,124,0,125,130,31,2,121,10,130,1,52,131,54,53,49,1,123,26,19,22,3,22,0,125,4,3,0,8,1,64,53,0,0,0,57,0,64,0,38,3,11,8,54,127,54,28,0,0,0,3,0,0,0,1,0,1,48,0,0,0,0,54,131,56,0,41
74,38,64,74,71,74,66,50,65,72,44,71,71,55,72,36,70,36,21,64,62,7,65,54,71,1,66,74,65,70,71,2,22,2,56,0,65,57,20,7,56,11,64,7,63,71,53,56,54,0,63,35,10,12,2,12,0,59,9,2,0,18,0,71,71,0,0,0,55,0,71,0,38,2,3,1,53,55,56,21,0,0,0,2,0,0,0,7,0,7,47,0,0,0,0,61,64,56,0,45
98,66,57,98,62,98,90,78,85,70,45,65,65,57,63,34,57,34,49,83,65,7,78,50,65,5,92,91,98,56,90,7,59,7,65,0,85,78,12,7,85,42,97,7,50,90,50,45,52,0,80,31,7,14,7,14,0,81,14,7,0,14,0,83,58,0,0,0,57,0,83,0,43,7,12,5,50,85,78,47,0,0,0,7,0,0,0,7,0,7,45,0,0,0,0,56,85,66,0,71
61,48,55,57,60,58,29,20,28,58,41,57,56,51,57,48,56,48,38,28,55,28,30,43,57,1,51,57,53,61,56,3,16,0,49,0,28,23,15,28,24,28,52,28,27,56,51,23,47,1,50,9,13,10,4,9,0,23,29,3,0,32,3,56,56,0,0,3,48,3,56,0,10,0,1,2,48,48,23,15,0,3,0,1,0,0,3,28,0,32,22,0,0,0,0,53,51,23,0,38
77,33,54,76,75,77,72,49,70,75,50,73,74,53,74,29,72,29,8,71,72,6,69,53,73,3,56,75,74,74,77,1,25,1,53,1,69,51,6,6,67,7,74,6,68,76,52,48,50,1,55,45,2,2,1,1,1,49,6,1,1,8,1,75,72,1,1,1,52,1,75,1,46,1,3,3,52,54,66,22,1,1,1,1,1,1,1,6,1,6,45,1,1,1,1,72,56,48,1,53
99,28,95,3,74,2,2,24,2,1,94,2,3,71,1,2,1,2,2,2,71,27,71,2,1,26,1,1,1,69,1,99,1,27,1,28,1,19,7,26,1,28,1,26,2,0,69,2,22,26,1,27,70,26,77,27,8,1,27,77,26,25,76,0,1,26,7,95,2,95,0,27,25,28,27,3,0,0,1,1,8,91,27,6,7,24,76,26,27,94,70,26,27,24,26,0,0,0,8,2
92,91,71,34,53,71,92,83,70,59,58,58,21,51,16,58,52,58,62,53,21,0,27,39,58,22,32,28,34,52,33,1,92,1,57,0,70,31,50,20,71,13,34,20,15,33,50,70,50,37,30,0,69,50,38,13,0,31,38,1,0,21,0,27,15,20,20,0,51,0,27,0,2,1,2,38,50,68,27,64,0,0,0,58,0,20,0,0,0,37,50,0,0,0,20,15,31,61,0,13
35,34,33,2,4,3,2,33,3,1,33,1,3,3,2,1,2,1,3,2,3,33,3,2,1,32,1,1,1,0,1,32,1,35,1,33,1,28,4,32,1,32,1,32,3,0,2,2,30,33,1,33,2,32,6,32,5,1,32,5,33,31,5,0,1,32,5,32,1,33,0,32,30,33,33,4,1,0,3,2,4,32,32,4,6,31,5,32,32,30,1,33,33,32,33,0,0,0,5,2
23,21,20,14,20,23,21,19,17,23,13,19,10,20,12,18,16,18,15,10,10,1,6,17,19,4,13,12,14,19,11,2,20,2,23,0,17,10,16,1,17,3,13,1,6,11,18,15,16,9,7,1,12,14,11,5,0,9,12,2,0,3,0,9,8,0,0,0,20,0,9,0,7,2,6,13,18,20,6,14,0,0,0,11,0,0,0,1,0,10,15,0,0,0,0,10,11,13,0,6
17,13,11,2,8,2,2,9,2,0,8,0,2,2,0,0,1,0,2,5,3,13,2,1,0,14,0,0,0,0,2,14,0,15,0,17,0,1,12,14,0,13,0,14,2,0,1,2,6,15,2,16,3,8,14,12,15,0,12,13,14,7,14,0,0,14,14,14,1,15,0,14,5,14,14,10,2,0,2,0,13,11,15,7,14,8,14,14,14,7,0,15,15,10,15,0,0,0,15,3
87,85,11,83,23,87,87,69,87,27,8,27,23,9,19,25,23,25,67,81,21,0,79,10,27,0,71,79,81,21,81,2,83,2,13,0,87,69,7,0,85,62,81,0,19,81,7,11,9,4,69,2,5,7,6,3,0,71,6,2,0,4,0,77,19,0,0,0,9,0,77,0,4,2,2,4,7,71,77,79,0,0,0,6,0,0,0,0,0,4,9,0,0,0,0,15,69,69,0,62
241,119,167,239,166,239,239,227,231,170,122,161,161,156,166,40,158,40,97,239,151,1,228,139,161,9,239,236,229,166,239,1,108,1,159,1,231,241,45,1,221,71,229,1,159,239,156,158,149,1,232,122,27,28,0,28,0,231,1,0,1,11,0,236,158,1,0,1,156,1,236,1,130,1,9,8,156,229,218,97,0,1,1,0,0,1,0,1,1,1,148,1,1,1,1,156,239,228,0,199
28,28,23,18,24,23,23,25,21,18,12,16,18,21,15,16,19,16,19,16,19,10,18,10,16,9,15,15,13,18,20,7,16,10,16,10,16,15,28,7,14,7,13,7,18,15,19,21,15,13,18,10,22,23,13,16,10,13,10,7,7,8,10,15,13,7,10,7,16,10,15,10,3,10,9,14,16,16,11,14,10,9,7,12,10,9,10,7,10,9,14,10,10,9,10,13,15,16,10,10
35,34,32,3,7,5,8,27,3,3,31,3,5,5,3,3,3,3,5,7,5,28,2,4,3,31,4,3,3,3,5,25,5,26,3,26,0,18,7,35,0,28,3,34,2,3,3,8,23,27,5,26,7,23,8,23,8,0,28,8,26,31,9,3,3,31,13,26,3,26,3,25,22,25,26,5,4,3,1,0,7,23,26,10,8,28,8,29,25,26,0,26,26,24,31,3,3,1,8,5
50,46,16,47,29,49,50,33,49,32,6,32,30,16,27,29,29,29,30,46,30,0,44,6,32,1,34,44,47,28,46,1,47,1,19,0,49,33,12,0,50,18,47,0,27,46,15,16,16,2,33,3,12,13,3,11,0,34,3,1,0,1,0,43,27,0,0,0,16,0,43,0,4,1,1,2,15,35,44,43,0,0,0,3,0,0,0,0,0,2,16,0,0,0,0,26,33,32,0,20
11,10,7,3,6,5,4,6,4,2,8,2,4,4,2,2,2,2,5,2,4,8,4,2,2,7,3,3,3,1,4,9,2,8,2,8,2,2,6,8,2,11,3,8,3,2,1,3,4,7,4,7,2,7,7,6,6,2,9,7,7,8,6,2,2,7,6,7,2,7,2,7,5,9,8,3,1,2,2,2,7,4,8,6,6,6,6,8,8,7,1,7,7,6,7,1,2,1,6,4
171,56,159,171,162,171,140,134,131,165,149,156,156,159,162,41,153,41,41,137,156,31,128,158,156,9,168,168,171,159,168,3,25,3,162,0,131,134,10,31,131,40,171,31,122,168,156,119,150,0,156,115,1,4,3,4,0,128,34,3,0,34,0,165,153,0,0,0,159,0,165,0,127,3,12,9,156,165,128,13,0,0,0,3,0,0,0,31,0,31,119,0,0,0,0,159,165,122,0,161
35,33,30,1,5,4,28,30,3,1,32,1,4,4,1,1,1,1,5,26,4,8,3,1,1,34,1,1,1,1,4,7,25,8,1,8,0,1,6,34,0,8,1,35,3,1,1,28,3,8,4,8,29,6,7,4,7,0,8,7,9,32,7,1,1,34,33,8,1,8,1,8,3,7,8,5,2,1,1,0,6,7,8,30,7,32,7,9,8,7,0,8,8,8,33,1,1,0,8,4
38,29,30,32,36,36,34,29,36,34,12,32,36,29,34,25,32,25,22,33,31,4,36,11,32,2,28,32,29,31,33,3,22,5,25,2,32,29,22,2,29,3,29,2,38,31,26,30,25,2,31,9,19,20,3,18,2,28,3,3,4,6,2,31,32,2,2,2,25,2,31,2,8,3,3,2,24,24,31,24,2,2,2,3,4,2,2,2,2,2,25,2,2,2,2,28,27,27,2,9
160,85,111,160,135,160,141,109,136,142,94,137,137,110,135,62,130,62,48,141,136,19,129,100,137,5,136,153,159,135,160,0,65,0,117,0,136,117,17,19,135,37,159,19,111,160,110,87,105,0,131,75,11,11,0,11,0,112,19,0,0,20,0,153,130,0,0,0,110,0,153,0,80,0,5,5,110,135,128,53,0,0,0,0,0,0,0,19,0,19,86,0,0,0,0,134,136,105,0,117
48,32,48,28,45,38,30,34,24,37,39,30,19,45,26,21,33,21,22,19,28,11,19,38,30,7,25,25,25,44,25,7,21,4,37,3,23,18,24,7,23,7,25,7,12,25,48,23,30,15,18,12,24,17,22,5,3,11,19,7,1,7,10,25,18,0,3,7,37,10,25,3,16,3,7,22,37,37,12,15,3,10,0,15,4,3,10,7,3,26,30,3,3,3,3,25,25,23,3,26
190,188,189,36,187,187,190,187,189,186,177,186,37,186,36,184,186,184,184,14,36,1,37,178,186,2,38,36,35,163,14,24,184,24,185,1,186,13,162,4,185,24,35,2,37,13,162,190,185,153,14,3,162,184,174,33,1,36,174,24,1,26,3,13,36,2,2,1,185,1,13,1,27,24,24,151,162,162,35,183,1,1,1,175,1,2,1,1,1,151,185,1,1,1,2,12,13,165,1,3
25,23,24,18,23,21,15,18,15,21,14,21,18,21,18,19,21,19,19,12,18,9,12,13,21,3,18,18,18,19,16,5,13,5,21,3,15,11,13,9,15,11,18,9,12,16,19,15,25,6,16,5,11,14,7,13,2,12,14,4,3,9,2,16,18,3,2,4,21,3,16,3,5,5,5,5,19,19,12,13,3,3,4,5,3,2,3,10,3,10,15,4,3,2,3,16,16,13,2,8
10,9,8,1,3,2,3,5,3,1,7,1,1,2,0,1,2,1,2,1,2,7,1,3,1,7,1,0,0,1,1,6,1,8,1,8,1,1,7,8,1,6,0,7,1,0,2,3,3,10,1,8,3,7,8,6,7,0,7,6,7,5,8,0,0,7,7,7,1,8,0,7,5,7,7,5,2,1,1,1,6,5,7,6,7,6,7,7,7,6,1,8,8,7,8,0,0,2,7,2
140,123,126,136,129,139,138,86,138,133,20,132,135,83,126,116,126,116,71,135,89,4,132,63,132,3,136,130,90,126,139,3,73,3,86,3,135,136,112,4,89,8,90,4,129,136,80,128,80,3,140,19,66,66,3,63,3,135,4,3,3,50,3,130,126,3,3,3,80,3,130,3,16,3,3,3,80,90,83,67,3,3,3,3,3,3,3,4,3,4,79,3,3,3,3,80,136,129,3,24
12,9,8,3,6,3,3,8,3,1,7,1,3,3,1,0,2,0,2,4,4,9,3,2,1,9,1,1,1,1,3,9,0,10,1,11,1,2,8,9,1,8,1,9,3,1,2,3,5,10,3,12,3,6,9,8,10,1,8,8,9,5,9,1,1,9,9,9,2,10,1,10,4,9,9,7,2,1,2,0,8,8,9,5,9,6,9,9,9,5,1,10,10,7,10,1,1,1,10,4
17,9,13,2,11,6,8,9,8,3,13,3,4,11,1,3,4,3,9,3,10,4,9,3,3,6,1,1,1,8,4,8,5,4,3,4,3,1,7,5,3,3,1,6,4,1,9,8,3,6,4,4,17,7,11,2,4,1,5,8,4,5,9,1,1,6,7,8,3,9,1,5,0,4,3,6,3,3,1,3,4,10,3,10,4,7,9,3,5,10,10,4,4,5,6,1,1,3,5,4
15,15,13,6,7,7,7,14,7,6,11,7,6,7,4,7,7,7,7,3,6,9,5,5,6,7,4,4,4,5,4,9,6,9,6,8,6,8,8,7,6,8,4,7,5,3,6,7,11,10,4,8,7,15,6,11,3,4,10,3,7,8,3,3,4,7,3,7,6,8,3,8,8,9,8,4,5,5,4,6,3,7,7,6,3,8,3,7,8,10,6,8,9,8,8,3,3,5,3,3
18,13,14,3,13,9,9,12,9,8,13,8,3,11,2,8,9,8,9,2,6,5,5,9,8,7,2,2,2,8,1,8,8,10,8,8,8,0,11,7,8,6,2,7,3,0,9,9,10,14,1,8,10,11,18,6,8,2,12,11,7,4,10,0,2,7,8,9,8,10,0,5,3,7,9,13,9,6,5,8,5,9,7,11,8,3,10,7,5,10,10,8,8,6,8,0,0,6,8,2
66,27,27,57,4,2,2,22,2,2,24,2,2,2,2,2,18,2,2,3,18,25,2,17,2,9,2,2,2,1,1,49,2,26,2,64,2,3,24,9,2,10,2,9,2,1,17,2,6,25,1,64,17,25,24,66,62,2,10,8,9,8,23,1,2,9,23,9,41,25,1,64,8,26,10,18,1,1,2,2,23,20,9,22,23,23,23,9,25,7,2,25,25,23,25,1,1,1,62,16
93,12,6,80,8,6,6,10,6,0,11,0,6,6,0,0,2,0,6,1,8,13,6,2,0,12,0,0,0,0,6,88,0,14,0,92,0,0,12,12,0,10,0,12,6,0,2,6,1,14,6,92,8,11,14,84,93,0,10,13,12,9,14,0,0,12,14,12,78,14,0,90,3,12,12,12,2,0,2,0,12,11,12,11,14,11,14,12,12,9,1,14,14,13,14,0,0,0,92,8
211,118,208,211,208,211,210,200,210,210,93,210,210,199,209,118,208,118,108,209,201,0,209,102,210,0,210,210,202,208,209,1,109,1,201,0,210,209,115,0,201,2,201,0,208,209,198,208,199,0,209,92,106,107,1,107,0,211,1,1,0,10,0,208,209,0,0,0,199,0,208,0,93,1,1,0,198,200,200,108,0,0,0,1,0,0,0,0,0,0,199,0,0,0,0,199,209,208,0,93
9,9,7,2,6,5,4,7,4,3,8,3,4,5,2,3,3,3,5,1,4,7,3,3,3,6,2,2,2,2,3,7,2,7,3,6,2,2,5,7,2,8,2,7,3,1,2,4,6,7,3,6,3,7,6,5,4,1,9,5,6,7,4,1,2,6,4,6,3,6,1,6,4,7,7,4,2,2,1,2,4,5,6,5,4,5,4,7,6,7,2,6,6,5,6,1,1,1,4,3
24,11,9,1,19,6,6,16,6,1,13,1,6,9,1,1,1,1,6,1,9,19,9,1,1,11,1,1,1,3,5,14,1,12,1,11,1,0,10,11,1,11,1,11,6,0,3,6,2,11,5,11,8,10,15,6,20,1,11,24,11,10,14,0,1,11,11,14,1,14,0,10,5,11,12,16,1,0,2,1,10,10,11,10,11,9,14,11,10,12,13,11,11,10,11,0,0,0,11,5
17,14,13,0,3,2,1,13,2,0,13,0,2,2,1,0,0,0,3,2,1,14,2,0,0,16,0,0,0,0,1,13,0,16,0,15,0,10,3,15,0,13,0,16,2,0,1,1,11,15,1,15,2,12,5,12,5,0,13,5,17,12,5,0,0,16,6,15,0,15,0,14,11,13,15,4,2,0,3,1,3,15,15,2,6,13,5,15,14,12,0,15,15,15,15,0,0,0,6,1
12,12,8,3,7,7,8,9,6,3,11,3,7,6,3,3,3,3,6,3,6,8,6,3,3,9,3,3,2,2,6,8,3,8,2,7,2,3,6,10,1,9,2,10,6,2,1,8,4,7,6,7,6,8,6,4,5,2,9,6,7,12,5,2,3,9,7,7,2,7,2,7,4,8,8,4,1,1,1,1,5,6,7,8,5,9,5,8,7,8,1,7,7,7,9,1,2,1,5,5
15,10,10,2,8,3,4,7,4,0,10,0,3,6,0,0,2,0,3,2,8,9,6,3,0,9,1,0,0,3,3,10,0,11,0,11,0,0,9,10,0,7,0,9,3,0,5,4,2,12,3,11,8,7,14,6,11,0,7,12,9,5,15,0,0,9,11,12,0,14,0,9,3,9,9,9,2,0,2,0,9,12,9,7,11,7,14,9,9,8,3,11,11,9,11,0,0,1,11,5
109,53,83,109,106,109,102,75,93,106,63,97,97,79,106,41,97,41,17,102,93,7,93,76,97,9,86,109,105,106,109,0,42,0,79,0,93,79,20,7,89,10,105,7,90,109,79,67,70,0,77,56,7,7,0,7,0,70,7,0,0,11,0,109,97,0,0,0,79,0,109,0,65,0,9,9,79,82,89,33,0,0,0,0,0,0,0,7,0,7,63,0,0,0,0,102,86,70,0,75
26,23,18,26,25,26,12,4,12,26,16,26,26,17,26,24,25,24,15,11,25,13,12,17,26,0,18,26,25,25,24,1,9,1,18,0,12,4,2,13,11,14,24,13,12,24,16,5,17,0,17,2,1,2,1,2,0,6,14,1,0,15,0,24,26,0,0,0,17,0,24,0,3,1,1,0,16,16,11,9,0,0,0,1,0,0,0,13,0,13,4,0,0,0,0,24,17,4,0,15
20,18,14,0,5,4,5,14,4,0,17,0,4,4,0,0,0,0,5,2,4,17,4,0,0,20,0,0,0,0,4,17,1,18,0,18,0,8,9,19,0,17,0,20,4,0,0,5,9,18,4,18,6,16,10,13,10,0,17,10,19,17,10,0,0,20,12,18,0,18,0,18,12,17,18,6,1,0,1,0,9,15,18,9,10,18,10,18,18,16,0,18,18,18,19,0,0,0,11,4
10,8,5,1,4,3,4,6,3,0,7,0,3,3,0,0,1,0,4,2,4,7,3,1,0,9,0,0,0,0,3,6,1,8,0,8,0,0,7,8,0,6,0,9,3,0,1,4,1,8,3,8,6,6,8,4,8,0,6,7,8,6,8,0,0,9,10,7,0,8,0,8,2,7,7,6,1,0,1,0,7,7,7,7,8,8,8,7,8,5,0,8,8,8,9,0,0,0,9,4
35,21,31,0,14,1,1,17,1,0,31,0,1,13,0,0,0,0,1,1,13,20,13,0,0,22,0,0,0,12,1,32,0,22,0,22,0,15,5,22,0,20,0,22,1,0,12,1,17,22,1,22,13,19,19,19,7,0,20,19,22,19,19,0,0,22,7,35,0,34,0,20,18,20,22,4,2,0,2,0,6,31,23,4,8,20,20,23,20,31,12,23,22,22,22,0,0,0,7,1
189,43,188,183,188,188,187,187,183,188,182,184,178,188,182,39,184,39,39,151,178,1,177,186,184,4,182,182,182,158,152,31,42,30,188,1,183,151,12,1,183,31,182,1,177,152,158,183,184,6,148,146,8,38,36,33,1,177,37,30,0,31,0,152,178,0,0,0,189,0,152,1,179,30,34,10,158,158,177,38,0,0,0,36,0,0,0,1,0,7,183,0,0,0,0,152,152,153,1,150
